Date,EWA,EWC,EWG,EWH,EWJ,EWS,EWU,EWW,IJR,MDY,SPY,XLB,XLC,XLE,XLF,XLI,XLK,XLP,XLU,XLV,XLY
2015-09-28,11.684690280588955,18.256938958383447,19.138536411372932,13.736221185197309,38.41961830256392,13.10120019174649,21.820547579295066,39.05755003799075,46.07474561854422,219.08528898202374,160.4131712913954,32.23484318946578,,40.47568189097982,15.101698497606668,41.08946347830869,34.97384276449927,36.06466441205326,30.936821268656097,55.2611395996375,65.76221697016555
2015-09-29,11.444056219533016,18.00482542108754,19.08951096371045,13.557593953959358,37.68710025976343,13.163416372029456,21.6447916670189,39.05174280824281,45.42700221231498,216.7298014290772,159.0865351375919,31.96323318271247,,39.95297863959288,14.984023651874644,41.0059416152337,34.59988322834572,35.83291114053315,30.86251205748693,54.90556842596439,64.92890633748186
2015-09-30,11.678141985360032,18.392074345205636,19.42485984946913,13.765091271009872,38.293326274131516,13.278023626135063,22.10445751605632,39.8203073395399,45.71966749136238,218.72612151349475,161.2433853768281,32.44926377255371,,40.490648165834145,15.185764434354665,41.482039830310605,35.02504224781656,36.078075073916544,31.150692211166714,55.85168195677899,66.08704293220762
2015-10-01,11.863120725419781,18.62805080294192,19.2365920255232,13.84448248911791,38.66379685455652,13.22235513344791,22.29711008124081,39.97131344786128,45.722895656635544,218.862689432443,161.9299864179704,32.75148432107677,,41.07161480282909,15.216023612496784,41.561364261962886,35.09181157734088,36.12021437269996,31.190585256243224,56.30042834018539,66.66499145462726
2015-10-02,11.774724865795315,18.613929264571027,19.316999234682136,14.109710297854042,38.7900895653298,13.160141104261442,22.540461058894508,39.83192286566558,45.65080833128975,219.28136862641287,162.43697595267037,33.10273698267038,,41.42784599664967,15.05631928450321,41.53839464617985,35.20088789493153,36.26194964096843,31.268522097812323,56.79784277519005,66.96962692081092
2015-10-05,12.223252675400511,19.136308666319824,19.80531572783036,14.387579958548324,40.12041490334996,13.641488810766463,23.07448310874795,40.892813705809324,47.02913481620336,225.08308227100503,166.8902538437186,34.33413131030098,,43.45037595669055,15.48332430955925,42.94369595685605,36.15357902622438,37.083645800202305,31.660039245178304,58.03183240283836,68.71241566401625
2015-10-06,12.332931995456374,19.366227592907947,19.97593194103398,14.290141374071384,39.90991900062633,13.815038551898033,23.209679924931656,41.28194573482891,47.32180109914816,225.9225818432797,167.32964044680406,35.05499636879723,,44.38758778099846,15.540482716749525,43.30075815127234,36.36728219139166,37.14494418983575,31.66909679669244,57.0369957670945,68.6608766063852
2015-10-07,12.578479451468889,19.713138051282527,20.230880135001904,14.479596140896696,40.45721758859343,14.309488529759783,23.56456666337557,41.81819862591156,47.69840338857344,227.348208425596,168.0774600941976,35.37968881647445,,45.2498532055241,15.62286080491689,43.68286475333535,36.53866120431762,37.271362136119066,31.585718143893008,57.16401825693072,68.57355007935735
2015-10-08,12.63740847849576,19.870456135677003,20.29755609977982,14.596875596871323,40.499307531480774,14.25709639884539,23.68286544607487,41.98855361246525,48.22132017236264,229.48771983781,169.06612714081737,35.7840448039188,,45.70431329442114,15.646396178184917,44.04620800665757,36.58985160125998,37.547179546886085,31.68359630800982,57.3375656746212,69.00809900162025
2015-10-09,12.850216381862474,20.096348126305262,20.572111528616556,14.562593461258407,40.75191036035384,14.653302851827698,23.787639824831004,42.57708514925545,48.628057649710215,231.13817092477925,170.09912294099104,36.19246132610259,,46.045565822986255,15.681697906316108,44.70813008193622,36.874780639501594,37.888110145605054,31.80321706004012,57.85826640467581,69.54124430408424
2015-10-12,12.832205572631851,20.00558789578719,20.587799886050988,14.56439651845436,40.768744214046805,14.73516860103036,23.655822690651128,42.532556488287625,48.60330490696096,231.17344477813504,170.18787781557262,35.90248950292942,,45.542838115913995,15.627902130411627,44.53689460737827,36.96159521214117,37.96280794793002,31.968164664392788,57.92177500267928,69.87278305179306
2015-10-13,12.562105219046234,19.797846912994178,20.385808815637574,14.510269371709937,40.43195464188164,14.4732100224989,23.26713871381637,42.00597450811482,48.34722499701533,229.92626211904275,169.6597647004919,35.58595134899429,,45.00681796472803,15.57914982555021,44.25292138988907,36.89258257631583,37.84405640238634,31.998989992938775,57.773596664532405,69.79437047857925
2015-10-14,12.599756540466796,19.910793818063706,20.442680454365963,14.5517672789966,39.985705034328745,14.669680442040288,23.45303330511963,42.08148450283401,47.83613261738374,228.29129176771366,168.85064573883986,35.790165641275046,,44.99850202448001,15.461467892883789,43.847826232563015,36.84807227002419,37.528011261285315,32.03885763148899,57.544987985742914,69.26346700929678
2015-10-15,12.783096742423542,19.953150040722036,20.597608253176766,14.898196020039553,40.78558342176213,14.869424638677044,23.77749874878675,42.373804488960715,47.95449242842903,228.5138896833954,169.93860756416723,35.91065610843833,,45.4945552927977,15.612773906506613,43.95432425403602,37.13744306717232,37.577824512924884,32.225559935860524,57.72702630956524,69.39788674997313
2015-10-16,12.792918025433142,20.009620704953598,20.55446126632816,15.060583796528828,41.05501322587267,14.915267192758375,23.81467806334721,42.60999709737301,48.381658548981264,229.9064185969391,171.39202273098329,36.051566077900844,,46.01892341391239,15.81114420525249,44.031584212588925,37.326652825614566,37.86704332038723,32.48837646587903,58.86579383658059,69.94895031952916
2015-10-19,12.712705762704227,19.73935979868838,20.599569599411033,14.887369499569374,40.819262649572956,14.817030875099448,23.750461513386934,42.42994918616925,48.38596233050102,229.90427552664272,171.40473737163632,35.7554370229115,,45.3580628657543,15.785927441494763,43.83321311594603,37.37338235074072,38.08157420249459,32.39775228150277,59.03087305109234,70.21330346352472
